# Assembly name:  BCSIR_ Awel_1.0
# Organism name:  Aspergillus welwitschiae (ascomycete fungi)
# Infraspecific name:  strain=BCSIR_imrd1
# Taxid:          1341132
# BioSample:      SAMN32866809
# BioProject:     PRJNA926321
# Submitter:      Bangladesh Council of Scientific and Industrial Research (BCSIR)
# Date:           2023-05-16
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    JARFXW01
# Assembly method: MaSuRCA v. 4.0.8
# Expected final version: yes
# Genome coverage: 90.0x
# Sequencing technology: Illumina NextSeq
# GenBank assembly accession: GCA_030015405.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030015505.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
seq_336	unplaced-scaffold	na	na	JARFXW010000337.1	<>	na	Primary Assembly	1131	na
seq_337	unplaced-scaffold	na	na	JARFXW010000338.1	<>	na	Primary Assembly	1491	na
seq_338	unplaced-scaffold	na	na	JARFXW010000339.1	<>	na	Primary Assembly	1146	na
seq_339	unplaced-scaffold	na	na	JARFXW010000340.1	<>	na	Primary Assembly	1154	na
seq_34	unplaced-scaffold	na	na	JARFXW010000035.1	<>	na	Primary Assembly	11683	na
seq_35	unplaced-scaffold	na	na	JARFXW010000036.1	<>	na	Primary Assembly	24660	na
seq_36	unplaced-scaffold	na	na	JARFXW010000037.1	<>	na	Primary Assembly	34134	na
seq_37	unplaced-scaffold	na	na	JARFXW010000038.1	<>	na	Primary Assembly	32631	na
seq_38	unplaced-scaffold	na	na	JARFXW010000039.1	<>	na	Primary Assembly	52111	na
seq_39	unplaced-scaffold	na	na	JARFXW010000040.1	<>	na	Primary Assembly	43404	na
seq_40	unplaced-scaffold	na	na	JARFXW010000041.1	<>	na	Primary Assembly	46831	na
seq_41	unplaced-scaffold	na	na	JARFXW010000042.1	<>	na	Primary Assembly	7568	na
seq_42	unplaced-scaffold	na	na	JARFXW010000043.1	<>	na	Primary Assembly	42033	na
seq_43	unplaced-scaffold	na	na	JARFXW010000044.1	<>	na	Primary Assembly	6658	na
seq_44	unplaced-scaffold	na	na	JARFXW010000045.1	<>	na	Primary Assembly	34226	na
seq_45	unplaced-scaffold	na	na	JARFXW010000046.1	<>	na	Primary Assembly	7916	na
seq_46	unplaced-scaffold	na	na	JARFXW010000047.1	<>	na	Primary Assembly	21218	na
seq_47	unplaced-scaffold	na	na	JARFXW010000048.1	<>	na	Primary Assembly	21978	na
seq_48	unplaced-scaffold	na	na	JARFXW010000049.1	<>	na	Primary Assembly	11915	na
seq_49	unplaced-scaffold	na	na	JARFXW010000050.1	<>	na	Primary Assembly	1445	na
seq_50	unplaced-scaffold	na	na	JARFXW010000051.1	<>	na	Primary Assembly	9580	na
seq_51	unplaced-scaffold	na	na	JARFXW010000052.1	<>	na	Primary Assembly	11394	na
seq_52	unplaced-scaffold	na	na	JARFXW010000053.1	<>	na	Primary Assembly	1478	na
seq_53	unplaced-scaffold	na	na	JARFXW010000054.1	<>	na	Primary Assembly	12278	na
seq_54	unplaced-scaffold	na	na	JARFXW010000055.1	<>	na	Primary Assembly	17008	na
seq_55	unplaced-scaffold	na	na	JARFXW010000056.1	<>	na	Primary Assembly	17753	na
seq_56	unplaced-scaffold	na	na	JARFXW010000057.1	<>	na	Primary Assembly	4749	na
seq_57	unplaced-scaffold	na	na	JARFXW010000058.1	<>	na	Primary Assembly	12272	na
seq_58	unplaced-scaffold	na	na	JARFXW010000059.1	<>	na	Primary Assembly	3508	na
seq_59	unplaced-scaffold	na	na	JARFXW010000060.1	<>	na	Primary Assembly	56081	na
seq_60	unplaced-scaffold	na	na	JARFXW010000061.1	<>	na	Primary Assembly	68017	na
seq_61	unplaced-scaffold	na	na	JARFXW010000062.1	<>	na	Primary Assembly	35492	na
seq_62	unplaced-scaffold	na	na	JARFXW010000063.1	<>	na	Primary Assembly	2856	na
seq_63	unplaced-scaffold	na	na	JARFXW010000064.1	<>	na	Primary Assembly	6867	na
seq_64	unplaced-scaffold	na	na	JARFXW010000065.1	<>	na	Primary Assembly	4782	na
seq_65	unplaced-scaffold	na	na	JARFXW010000066.1	<>	na	Primary Assembly	10196	na
seq_66	unplaced-scaffold	na	na	JARFXW010000067.1	<>	na	Primary Assembly	3103	na
seq_67	unplaced-scaffold	na	na	JARFXW010000068.1	<>	na	Primary Assembly	14296	na
seq_68	unplaced-scaffold	na	na	JARFXW010000069.1	<>	na	Primary Assembly	3805	na
seq_69	unplaced-scaffold	na	na	JARFXW010000070.1	<>	na	Primary Assembly	2553	na
seq_70	unplaced-scaffold	na	na	JARFXW010000071.1	<>	na	Primary Assembly	1893	na
seq_71	unplaced-scaffold	na	na	JARFXW010000072.1	<>	na	Primary Assembly	10506	na
seq_72	unplaced-scaffold	na	na	JARFXW010000073.1	<>	na	Primary Assembly	14177	na
seq_73	unplaced-scaffold	na	na	JARFXW010000074.1	<>	na	Primary Assembly	6306	na
seq_74	unplaced-scaffold	na	na	JARFXW010000075.1	<>	na	Primary Assembly	4776	na
seq_75	unplaced-scaffold	na	na	JARFXW010000076.1	<>	na	Primary Assembly	14750	na
seq_76	unplaced-scaffold	na	na	JARFXW010000077.1	<>	na	Primary Assembly	8875	na
seq_77	unplaced-scaffold	na	na	JARFXW010000078.1	<>	na	Primary Assembly	17720	na
seq_78	unplaced-scaffold	na	na	JARFXW010000079.1	<>	na	Primary Assembly	8724	na
seq_79	unplaced-scaffold	na	na	JARFXW010000080.1	<>	na	Primary Assembly	8367	na
seq_8	unplaced-scaffold	na	na	JARFXW010000009.1	<>	na	Primary Assembly	401348	na
seq_80	unplaced-scaffold	na	na	JARFXW010000081.1	<>	na	Primary Assembly	7708	na
seq_81	unplaced-scaffold	na	na	JARFXW010000082.1	<>	na	Primary Assembly	2658	na
seq_82	unplaced-scaffold	na	na	JARFXW010000083.1	<>	na	Primary Assembly	1162	na
seq_83	unplaced-scaffold	na	na	JARFXW010000084.1	<>	na	Primary Assembly	2426	na
seq_84	unplaced-scaffold	na	na	JARFXW010000085.1	<>	na	Primary Assembly	8258	na
seq_85	unplaced-scaffold	na	na	JARFXW010000086.1	<>	na	Primary Assembly	7105	na
seq_86	unplaced-scaffold	na	na	JARFXW010000087.1	<>	na	Primary Assembly	10859	na
seq_87	unplaced-scaffold	na	na	JARFXW010000088.1	<>	na	Primary Assembly	7181	na
seq_88	unplaced-scaffold	na	na	JARFXW010000089.1	<>	na	Primary Assembly	5447	na
seq_89	unplaced-scaffold	na	na	JARFXW010000090.1	<>	na	Primary Assembly	2967	na
seq_9	unplaced-scaffold	na	na	JARFXW010000010.1	<>	na	Primary Assembly	318626	na
seq_90	unplaced-scaffold	na	na	JARFXW010000091.1	<>	na	Primary Assembly	20585	na
seq_91	unplaced-scaffold	na	na	JARFXW010000092.1	<>	na	Primary Assembly	49260	na
seq_92	unplaced-scaffold	na	na	JARFXW010000093.1	<>	na	Primary Assembly	6132	na
seq_93	unplaced-scaffold	na	na	JARFXW010000094.1	<>	na	Primary Assembly	2689	na
seq_94	unplaced-scaffold	na	na	JARFXW010000095.1	<>	na	Primary Assembly	7705	na
seq_95	unplaced-scaffold	na	na	JARFXW010000096.1	<>	na	Primary Assembly	9732	na
seq_96	unplaced-scaffold	na	na	JARFXW010000097.1	<>	na	Primary Assembly	5612	na
seq_97	unplaced-scaffold	na	na	JARFXW010000098.1	<>	na	Primary Assembly	1681	na
seq_98	unplaced-scaffold	na	na	JARFXW010000099.1	<>	na	Primary Assembly	7554	na
seq_99	unplaced-scaffold	na	na	JARFXW010000100.1	<>	na	Primary Assembly	2124	na
